Order_ID	Customer	Customer_Country	Employee	Order_Year	Order_Month	Shipper	Freight	Product	Sales	Product_Unit_Price	Product_Units_InStock	Product_Units_On_Order	Category	Supplier	Supplier_Country	Order_Unit_Cost	Order_ExtendedCost	Profit	Count	__SEGMENT
10261	Que Del�cia	Brazil	Peacock	2006	6-Jul	United Package	3.05	My Brand D	160	10	3	40	Confections	Specialty	UK	3	60	100	1	All Data
10261	Que Del�cia	Brazil	Peacock	2006	6-Jul	United Package	3.05	My Brand B	288	18	20	0	Beverages	Bigfoot	USA	6	120	168	1	All Data
10262	Canyon Groc	USA	Callahan	2006	6-Jul	Federal Shipping	48.29	My Brand D	163.2	21.35	0	0	Condiments	Cajun	USA	7	84	79.2	1	All Data
10262	Canyon Groc	USA	Callahan	2006	6-Jul	Federal Shipping	48.29	My Brand A	360	30	15	0	Produce	Kellys	USA	10	150	210	1	All Data
10262	Canyon Groc	USA	Callahan	2006	6-Jul	Federal Shipping	48.29	My Brand B	60.8	38	21	10	Grains	Pasta BSRL	Italy	12	24	36.8	1	All Data
10263	Ernst Hand	Austria	Dodsworth	2006	6-Jul	Federal Shipping	146.06	My Brand D	625.5	17.45	29	0	Confections	Pavlova	Australia	6	360	265.5	1	All Data
10263	Ernst Hand	Austria	Dodsworth	2006	6-Jul	Federal Shipping	146.06	My Brand D	100.8	4.5	20	0	Beverages	Refrescos	Brazil	1	28	72.8	1	All Data
10263	Ernst Hand	Austria	Dodsworth	2006	6-Jul	Federal Shipping	146.06	My Brand C	931.5	25.89	10	0	Seafood	Nord-Ost	Germany	8	480	451.5	1	All Data
10263	Ernst Hand	Austria	Dodsworth	2006	6-Jul	Federal Shipping	146.06	My Brand A	216	10	4	20	Produce	Tokyo Tdrs	Japan	3	108	108	1	All Data
10264	Folk Inc	Sweden	Suyama	2006	6-Jul	Federal Shipping	3.67	My Brand B	532	19	17	40	Beverages	Liquids	UK	6	210	322	1	All Data
10264	Folk Inc	Sweden	Suyama	2006	6-Jul	Federal Shipping	3.67	My Brand B	163.63	9.65	85	0	Seafood	NE Seafood	USA	3	75	88.63	1	All Data
10265	Blondes PF	France	Fuller	2006	6-Jul	Speedy Express	55.28	My Brand A	936	39	0	0	Meat	Pavlova	Australia	12	360	576	1	All Data
10265	Blondes PF	France	Fuller	2006	6-Jul	Speedy Express	55.28	My Brand B	240	15	15	10	Beverages	Pavlova	Australia	5	100	140	1	All Data
10266	Wartian	Finland	Leverling	2006	6-Jul	Federal Shipping	25.73	My Brand A	346.56	38	86	0	Dairy Products	CQL	Spain	12	144	202.56	1	All Data
10267	Franken	Germany	Peacock	2006	6-Jul	Speedy Express	208.58	My Brand A	735	18.4	123	0	Seafood	NE Seafood	USA	6	300	435	1	All Data
10267	Franken	Germany	Peacock	2006	6-Jul	Speedy Express	208.58	My Brand A	2618	55	79	0	Dairy Products	Gai P	France	18	1260	1358	1	All Data
10267	Franken	Germany	Peacock	2006	6-Jul	Speedy Express	208.58	My Brand C	183.6	18	57	0	Beverages	Karkki	Finland	6	90	93.6	1	All Data
10268	Grosella	Venezuela	Callahan	2006	6-Jul	Federal Shipping	66.29	My Brand A	990	123.79	0	0	Meat	Plutzer	Germany	40	400	590	1	All Data
10268	Grosella	Venezuela	Callahan	2006	6-Jul	Federal Shipping	66.29	My Brand A	111.2	34.8	14	0	Dairy Products	Formaggi	Italy	11	44	67.2	1	All Data
10269	WC Markets	USA	Buchanan	2006	6-Jul	Speedy Express	4.56	My Brand A	114	2.5	112	0	Dairy Products	Norske	Norway	1	60	54	1	All Data
10269	WC Markets	USA	Buchanan	2006	6-Jul	Speedy Express	4.56	My Brand A	528.2	34.8	14	0	Dairy Products	Formaggi	Italy	11	220	308.2	1	All Data
10270	Wartian	Finland	Davolio	2006	6-Aug	Speedy Express	136.54	My Brand B	456	19	112	0	Seafood	Svensk	Sweden	6	180	276	1	All Data
10270	Wartian	Finland	Davolio	2006	6-Aug	Speedy Express	136.54	My Brand A	920	46	17	10	Beverages	Leka	Singapore	15	375	545	1	All Data
10271	SRBA	USA	Suyama	2006	6-Aug	United Package	4.54	My Brand C	48	2.5	112	0	Dairy Products	Norske	Norway	1	24	24	1	All Data
10272	Canyon Groc	USA	Suyama	2006	6-Aug	United Package	98.03	My Brand A	388.8	81	40	0	Confections	Specialty	UK	26	156	232.8	1	All Data
10272	Canyon Groc	USA	Suyama	2006	6-Aug	United Package	98.03	My Brand D	400	12.5	0	70	Dairy Products	Formaggi	Italy	4	160	240	1	All Data
10272	Canyon Groc	USA	Suyama	2006	6-Aug	United Package	98.03	My Brand C	667.2	34.8	14	0	Dairy Products	Formaggi	Italy	11	264	403.2	1	All Data
10273	QUICK Stop	Germany	Leverling	2006	6-Aug	Federal Shipping	76.07	My Brand A	565.44	31	31	0	Seafood	Tokyo Tdrs	Japan	10	240	325.44	1	All Data
10273	QUICK Stop	Germany	Leverling	2006	6-Aug	Federal Shipping	76.07	My Brand A	142.5	12.5	0	70	Dairy Products	Formaggi	Italy	4	60	82.5	1	All Data
10273	QUICK Stop	Germany	Leverling	2006	6-Aug	Federal Shipping	76.07	My Brand C	40	2.5	112	0	Dairy Products	Norske	Norway	1	20	20	1	All Data
10273	QUICK Stop	Germany	Leverling	2006	6-Aug	Federal Shipping	76.07	My Brand A	837.9	18.4	123	0	Seafood	NE Seafood	USA	6	360	477.9	1	All Data
10273	QUICK Stop	Germany	Leverling	2006	6-Aug	Federal Shipping	76.07	My Brand A	451.44	18	57	0	Beverages	Karkki	Finland	6	198	253.44	1	All Data
10274	Vins Alcools	France	Suyama	2006	6-Aug	Speedy Express	6.01	My Brand C	344	21.5	26	0	Dairy Products	Norske	Norway	7	140	204	1	All Data
10274	Vins Alcools	France	Suyama	2006	6-Aug	Speedy Express	6.01	My Brand D	194.6	34.8	14	0	Dairy Products	Formaggi	Italy	11	77	117.6	1	All Data
10275	Magazzini	Italy	Davolio	2006	6-Aug	Speedy Express	26.93	My Brand A	41.04	4.5	20	0	Beverages	Refrescos	Brazil	1	12	29.04	1	All Data
10275	Magazzini	Italy	Davolio	2006	6-Aug	Speedy Express	26.93	My Brand B	250.8	55	79	0	Dairy Products	Gai P	France	18	108	142.8	1	All Data
10276	Tortuga	Mexico	Callahan	2006	6-Aug	Federal Shipping	13.84	My Brand A	372	31	31	0	Seafood	Tokyo Tdrs	Japan	10	150	222	1	All Data
10276	Tortuga	Mexico	Callahan	2006	6-Aug	Federal Shipping	13.84	My Brand D	48	6	24	0	Seafood	Mayumis	Japan	2	20	28	1	All Data
10277	Morgenstern	Germany	Fuller	2006	6-Aug	Federal Shipping	125.77	My Brand B	728	45.6	26	0	Produce	Plutzer	Germany	15	300	428	1	All Data
10277	Morgenstern	Germany	Fuller	2006	6-Aug	Federal Shipping	125.77	My Brand D	472.8	49.3	17	0	Confections	Forets	Canada	16	192	280.8	1	All Data
10278	Berglunds	Sweden	Callahan	2006	6-Aug	United Package	92.69	My Brand D	248	19.45	27	0	Condiments	Leka	Singapore	6	96	152	1	All Data
10278	Berglunds	Sweden	Callahan	2006	6-Aug	United Package	92.69	My Brand B	660	55	79	0	Dairy Products	Gai P	France	18	270	390	1	All Data
10278	Berglunds	Sweden	Callahan	2006	6-Aug	United Package	92.69	My Brand A	280.8	43.9	24	0	Condiments	Pavlova	Australia	14	112	168.8	1	All Data
10278	Berglunds	Sweden	Callahan	2006	6-Aug	United Package	92.69	My Brand B	300	15	101	0	Seafood	Svensk	Sweden	5	125	175	1	All Data
10279	Lehmanns	Germany	Callahan	2006	6-Aug	United Package	25.83	My Brand A	351	39	0	0	Meat	Pavlova	Australia	12	180	171	1	All Data
10280	Berglunds	Sweden	Fuller	2006	6-Aug	Speedy Express	8.98	My Brand A	43.2	4.5	20	0	Beverages	Refrescos	Brazil	1	12	31.2	1	All Data
10280	Berglunds	Sweden	Fuller	2006	6-Aug	Speedy Express	8.98	My Brand C	384	24	115	0	Meat	Ma Maison	Canada	8	160	224	1	All Data
10280	Berglunds	Sweden	Fuller	2006	6-Aug	Speedy Express	8.98	My Brand A	186	7.75	125	0	Beverages	Plutzer	Germany	2	60	126	1	All Data
10281	Romero	Spain	Peacock	2006	6-Aug	Speedy Express	2.94	My Brand B	7.3	9.2	25	0	Confections	Specialty	UK	3	3	4.3	1	All Data
10281	Romero	Spain	Peacock	2006	6-Aug	Speedy Express	2.94	My Brand A	21.6	4.5	20	0	Beverages	Refrescos	Brazil	1	6	15.6	1	All Data
10281	Romero	Spain	Peacock	2006	6-Aug	Speedy Express	2.94	My Brand C	57.6	18	20	0	Beverages	Bigfoot	USA	6	24	33.6	1	All Data
10282	Romero	Spain	Peacock	2006	6-Aug	Speedy Express	12.69	My Brand C	124.2	25.89	10	0	Seafood	Nord-Ost	Germany	8	48	76.2	1	All Data
10282	Romero	Spain	Peacock	2006	6-Aug	Speedy Express	12.69	My Brand A	31.2	19.5	36	0	Grains	Pasta BSRL	Italy	6	12	19.2	1	All Data
10283	LILA-Super	Venezuela	Leverling	2006	6-Aug	Federal Shipping	84.81	My Brand B	248	15.5	39	0	Condiments	Mayumis	Japan	5	100	148	1	All Data
10283	LILA-Super	Venezuela	Leverling	2006	6-Aug	Federal Shipping	84.81	My Brand D	131.4	9.2	25	0	Confections	Specialty	UK	3	54	77.4	1	All Data
10283	LILA-Super	Venezuela	Leverling	2006	6-Aug	Federal Shipping	84.81	My Brand C	952	34	19	0	Dairy Products	Gai P	France	11	385	567	1	All Data
10283	LILA-Super	Venezuela	Leverling	2006	6-Aug	Federal Shipping	84.81	My Brand C	83.4	34.8	14	0	Dairy Products	Formaggi	Italy	11	33	50.4	1	All Data
10284	Lehmanns	Germany	Peacock	2006	6-Aug	Speedy Express	76.56	My Brand D	394.88	43.9	49	0	Confections	Heli	Germany	14	210	184.88	1	All Data
10284	Lehmanns	Germany	Peacock	2006	6-Aug	Speedy Express	76.56	My Brand A	325.5	19.45	27	0	Condiments	Leka	Singapore	6	126	199.5	1	All Data
10284	Lehmanns	Germany	Peacock	2006	6-Aug	Speedy Express	76.56	My Brand B	408	34	19	0	Dairy Products	Gai P	France	11	220	188	1	All Data
10284	Lehmanns	Germany	Peacock	2006	6-Aug	Speedy Express	76.56	My Brand D	42	14	52	0	Beverages	Bigfoot	USA	4	20	22	1	All Data
10285	QUICK Stop	Germany	Davolio	2006	6-Aug	United Package	76.83	My Brand C	518.4	18	39	0	Beverages	Liquids	UK	6	270	248.4	1	All Data
10285	QUICK Stop	Germany	Davolio	2006	6-Aug	United Package	76.83	My Brand D	470.4	18.4	123	0	Seafood	NE Seafood	USA	6	240	230.4	1	All Data
10285	QUICK Stop	Germany	Davolio	2006	6-Aug	United Package	76.83	My Brand A	754.56	32.8	0	0	Meat	Gmate	Australia	10	360	394.56	1	All Data
10286	QUICK Stop	Germany	Callahan	2006	6-Aug	Federal Shipping	229.24	My Brand A	1440	18	20	0	Beverages	Bigfoot	USA	6	600	840	1	All Data
10286	QUICK Stop	Germany	Callahan	2006	6-Aug	Federal Shipping	229.24	My Brand D	1576	49.3	17	0	Confections	Forets	Canada	16	640	936	1	All Data
10287	Ricardo	Brazil	Callahan	2006	6-Aug	Federal Shipping	12.76	My Brand D	472.6	17.45	29	0	Confections	Pavlova	Australia	6	240	232.6	1	All Data
10287	Ricardo	Brazil	Callahan	2006	6-Aug	Federal Shipping	12.76	My Brand B	224	14	111	0	Beverages	Bigfoot	USA	4	80	144	1	All Data
10287	Ricardo	Brazil	Callahan	2006	6-Aug	Federal Shipping	12.76	My Brand D	122.4	12	95	0	Seafood	Lyng	Denmark	4	60	62.4	1	All Data
10288	Reggiani	Italy	Peacock	2006	6-Aug	Speedy Express	7.45	My Brand D	53.1	7.45	21	0	Meat	Ma Maison	Canada	2	20	33.1	1	All Data
10288	Reggiani	Italy	Peacock	2006	6-Aug	Speedy Express	7.45	My Brand A	27	12.5	6	10	Confections	Specialty	UK	4	12	15	1	All Data
10289	B Beverage	UK	King	2006	6-Aug	Federal Shipping	22.77	My Brand D	240	10	13	70	Condiments	Liquids	UK	3	90	150	1	All Data
10289	B Beverage	UK	King	2006	6-Aug	Federal Shipping	22.77	My Brand B	239.4	33.25	22	80	Grains	Plutzer	Germany	11	99	140.4	1	All Data
10290	Com�rcio	Brazil	Callahan	2006	6-Aug	Speedy Express	79.7	My Brand C	340	21.35	0	0	Condiments	Cajun	USA	7	140	200	1	All Data
10290	Com�rcio	Brazil	Callahan	2006	6-Aug	Speedy Express	79.7	My Brand C	1485	123.79	0	0	Meat	Plutzer	Germany	40	600	885	1	All Data
10290	Com�rcio	Brazil	Callahan	2006	6-Aug	Speedy Express	79.7	My Brand C	240	20	10	60	Confections	Karkki	Finland	6	90	150	1	All Data
10290	Com�rcio	Brazil	Callahan	2006	6-Aug	Speedy Express	79.7	My Brand C	104	13	32	0	Condiments	Plutzer	Germany	4	40	64	1	All Data
10291	Que Del�cia	Brazil	Suyama	2006	6-Aug	United Package	6.4	My Brand A	86.4	6	24	0	Seafood	Mayumis	Japan	2	40	46.4	1	All Data
10291	Que Del�cia	Brazil	Suyama	2006	6-Aug	United Package	6.4	My Brand B	334.8	19.45	27	0	Condiments	Leka	Singapore	6	144	190.8	1	All Data
10291	Que Del�cia	Brazil	Suyama	2006	6-Aug	United Package	6.4	My Brand C	76.32	53	20	0	Produce	Gmate	Australia	17	34	42.32	1	All Data
10292	TH Inc	Brazil	Davolio	2006	6-Aug	United Package	1.35	My Brand A	1296	81	40	0	Confections	Specialty	UK	26	520	776	1	All Data
10293	Tortuga	Mexico	Davolio	2006	6-Aug	Federal Shipping	21.18	My Brand B	600	62.5	42	0	Seafood	Pavlova	Australia	20	240	360	1	All Data
10293	Tortuga	Mexico	Davolio	2006	6-Aug	Federal Shipping	21.18	My Brand B	36	4.5	20	0	Beverages	Refrescos	Brazil	1	10	26	1	All Data
10293	Tortuga	Mexico	Davolio	2006	6-Aug	Federal Shipping	21.18	My Brand C	175.5	43.9	24	0	Condiments	Pavlova	Australia	14	70	105.5	1	All Data
10293	Tortuga	Mexico	Davolio	2006	6-Aug	Federal Shipping	21.18	My Brand D	37.2	7.75	125	0	Beverages	Plutzer	Germany	2	12	25.2	1	All Data
10294	Canyon Groc	USA	Peacock	2006	6-Aug	United Package	147.26	My Brand D	259.2	18	39	0	Beverages	Liquids	UK	6	108	151.2	1	All Data
10294	Canyon Groc	USA	Peacock	2006	6-Aug	United Package	147.26	My Brand C	468	39	0	0	Meat	Pavlova	Australia	12	180	288	1	All Data
10294	Canyon Groc	USA	Peacock	2006	6-Aug	United Package	147.26	My Brand A	552	46	17	10	Beverages	Leka	Singapore	15	225	327	1	All Data
10294	Canyon Groc	USA	Peacock	2006	6-Aug	United Package	147.26	My Brand B	571.2	34	19	0	Dairy Products	Gai P	France	11	231	340.2	1	All Data
10294	Canyon Groc	USA	Peacock	2006	6-Aug	United Package	147.26	My Brand A	37.2	7.75	125	0	Beverages	Plutzer	Germany	2	12	25.2	1	All Data
10295	Vins Alcools	France	Fuller	2006	6-Sep	United Package	1.15	My Brand A	121.6	38	21	10	Grains	Pasta BSRL	Italy	12	48	73.6	1	All Data
10296	LILA-Super	Venezuela	Suyama	2006	6-Sep	Speedy Express	0.12	My Brand C	201.6	21	22	30	Dairy Products	CQL	Spain	7	84	117.6	1	All Data
10296	LILA-Super	Venezuela	Suyama	2006	6-Sep	Speedy Express	0.12	My Brand C	417	17.45	29	0	Confections	Pavlova	Australia	6	180	237	1	All Data
10296	LILA-Super	Venezuela	Suyama	2006	6-Sep	Speedy Express	0.12	My Brand A	432	36	26	0	Dairy Products	Norske	Norway	12	180	252	1	All Data
10297	Blondes PF	France	Buchanan	2006	6-Sep	United Package	5.74	My Brand C	864	18	69	0	Beverages	Joyeux	France	6	360	504	1	All Data
10297	Blondes PF	France	Buchanan	2006	6-Sep	United Package	5.74	My Brand C	556	34.8	14	0	Dairy Products	Formaggi	Italy	11	220	336	1	All Data
10298	Hungry Owl	Ireland	Suyama	2006	6-Sep	United Package	168.22	My Brand A	608	19	17	40	Beverages	Liquids	UK	6	240	368	1	All Data
10298	Hungry Owl	Ireland	Suyama	2006	6-Sep	United Package	168.22	My Brand D	456	19	112	0	Seafood	Svensk	Sweden	6	240	216	1	All Data
10298	Hungry Owl	Ireland	Suyama	2006	6-Sep	United Package	168.22	My Brand C	990	55	79	0	Dairy Products	Gai P	France	18	540	450	1	All Data
10298	Hungry Owl	Ireland	Suyama	2006	6-Sep	United Package	168.22	My Brand D	591	49.3	17	0	Confections	Forets	Canada	16	240	351	1	All Data
10299	Ricardo	Brazil	Peacock	2006	6-Sep	United Package	29.76	My Brand B	109.5	9.2	25	0	Confections	Specialty	UK	3	45	64.5	1	All Data
10299	Ricardo	Brazil	Peacock	2006	6-Sep	United Package	29.76	My Brand B	240	15	15	10	Beverages	Pavlova	Australia	5	100	140	1	All Data
10300	Magazzini	Italy	Fuller	2006	6-Sep	United Package	17.68	My Brand D	408	17	4	100	Condiments	Cajun	USA	5	150	258	1	All Data
10300	Magazzini	Italy	Fuller	2006	6-Sep	United Package	17.68	My Brand A	200	12.5	6	10	Confections	Specialty	UK	4	80	120	1	All Data
10301	Die  Kuh	Germany	Callahan	2006	6-Sep	United Package	45.08	My Brand A	147	18.4	123	0	Seafood	NE Seafood	USA	6	60	87	1	All Data
10301	Die  Kuh	Germany	Callahan	2006	6-Sep	United Package	45.08	My Brand D	608	38	21	10	Grains	Pasta BSRL	Italy	12	240	368	1	All Data
10302	Supremes	Belgium	Peacock	2006	6-Sep	United Package	6.27	My Brand A	1248	39	0	0	Meat	Pavlova	Australia	12	480	768	1	All Data
10302	Supremes	Belgium	Peacock	2006	6-Sep	United Package	6.27	My Brand D	1019.2	45.6	26	0	Produce	Plutzer	Germany	15	420	599.2	1	All Data
10302	Supremes	Belgium	Peacock	2006	6-Sep	United Package	6.27	My Brand A	441.6	46	17	10	Beverages	Leka	Singapore	15	180	261.6	1	All Data
10303	Godos	Spain	King	2006	6-Sep	United Package	107.83	My Brand C	529.2	18.4	123	0	Seafood	NE Seafood	USA	6	240	289.2	1	All Data
10303	Godos	Spain	King	2006	6-Sep	United Package	107.83	My Brand A	453.6	21.05	76	0	Condiments	Cajun	USA	7	210	243.6	1	All Data
10303	Godos	Spain	King	2006	6-Sep	United Package	107.83	My Brand C	135	12.5	6	10	Confections	Specialty	UK	4	60	75	1	All Data
10304	Tortuga	Mexico	Davolio	2006	6-Sep	United Package	63.79	My Brand D	480	20	10	60	Confections	Karkki	Finland	6	180	300	1	All Data
10304	Tortuga	Mexico	Davolio	2006	6-Sep	United Package	63.79	My Brand C	440	55	79	0	Dairy Products	Gai P	France	18	180	260	1	All Data
10304	Tortuga	Mexico	Davolio	2006	6-Sep	United Package	63.79	My Brand A	34.4	21.5	26	0	Dairy Products	Norske	Norway	7	14	20.4	1	All Data
10305	Old World	USA	Callahan	2006	6-Sep	Federal Shipping	257.62	My Brand C	1125	62.5	42	0	Seafood	Pavlova	Australia	20	500	625	1	All Data
10305	Old World	USA	Callahan	2006	6-Sep	Federal Shipping	257.62	My Brand A	2227.5	123.79	0	0	Meat	Plutzer	Germany	40	1000	1227.5	1	All Data
10305	Old World	USA	Callahan	2006	6-Sep	Federal Shipping	257.62	My Brand D	388.8	18	69	0	Beverages	Joyeux	France	6	180	208.8	1	All Data
10306	Romero	Spain	Davolio	2006	6-Sep	Federal Shipping	7.56	My Brand A	207	25.89	10	0	Seafood	Nord-Ost	Germany	8	80	127	1	All Data
10306	Romero	Spain	Davolio	2006	6-Sep	Federal Shipping	7.56	My Brand A	262	32.8	0	0	Meat	Gmate	Australia	10	100	162	1	All Data
10306	Romero	Spain	Davolio	2006	6-Sep	Federal Shipping	7.56	My Brand A	29.5	7.45	21	0	Meat	Ma Maison	Canada	2	10	19.5	1	All Data
10307	Lonesome	USA	Fuller	2006	6-Sep	United Package	0.56	My Brand A	394	49.3	17	0	Confections	Forets	Canada	16	160	234	1	All Data
10307	Lonesome	USA	Fuller	2006	6-Sep	United Package	0.56	My Brand C	30	12.5	6	10	Confections	Specialty	UK	4	12	18	1	All Data
10308	Ana Trujillo	Mexico	King	2006	6-Sep	Federal Shipping	1.61	My Brand D	28.8	36	26	0	Dairy Products	Norske	Norway	12	12	16.8	1	All Data
10308	Ana Trujillo	Mexico	King	2006	6-Sep	Federal Shipping	1.61	My Brand A	60	15	15	10	Beverages	Pavlova	Australia	5	25	35	1	All Data
10309	Hungry Owl	Ireland	Leverling	2006	6-Sep	Speedy Express	47.3	My Brand A	352	22	53	0	Condiments	Cajun	USA	7	140	212	1	All Data
10309	Hungry Owl	Ireland	Leverling	2006	6-Sep	Speedy Express	47.3	My Brand A	600	25	120	0	Condiments	Kellys	USA	8	240	360	1	All Data
10309	Hungry Owl	Ireland	Leverling	2006	6-Sep	Speedy Express	47.3	My Brand D	22.4	14	26	0	Grains	Leka	Singapore	4	8	14.4	1	All Data
10309	Hungry Owl	Ireland	Leverling	2006	6-Sep	Speedy Express	47.3	My Brand C	736	46	17	10	Beverages	Leka	Singapore	15	300	436	1	All Data
10309	Hungry Owl	Ireland	Leverling	2006	6-Sep	Speedy Express	47.3	My Brand A	51.6	21.5	26	0	Dairy Products	Norske	Norway	7	21	30.6	1	All Data
